backbone,dataset,spec,index_backend,index_status,index_build_ms,index_bytes,index_query_latency_ms,index_query_p95_ms,index_recall_at_10,index_ndcg_at_10,index_exact_recall_at_10,index_error
hashing,retrieval_synthetic_q4_s0,identity,exact-numpy,ok,0.00134,20480,0.02031,0.036178499999999975,0.6000000000000001,0.4781702676105891,0.91875,
hashing,retrieval_synthetic_q4_s0,identity,faiss-flat,ok,15.27574,20525,0.012305,0.021928499999999993,0.6,0.5157176961744836,0.90625,
hashing,retrieval_synthetic_q4_s0,identity,faiss-ivf,ok,0.90733,24907,0.030809999999999997,0.03869499999999999,0.1625,0.1743769664661193,0.30000000000000004,
hashing,retrieval_synthetic_q4_s0,identity,faiss-ivfpq,ok,3.02619,20932,0.036015,1.3420064999999974,0.1625,0.1743769664661193,0.30000000000000004,
hashing,retrieval_synthetic_q4_s0,truncate(keep_dim=32),exact-numpy,ok,0.0019,2560,0.018845,0.023201499999999993,0.5375,0.39252667099846844,0.8,
hashing,retrieval_synthetic_q4_s0,truncate(keep_dim=32),faiss-flat,ok,0.03327,2605,0.015345000000000001,0.021423499999999998,0.5375,0.43146715407461284,0.79375,
hashing,retrieval_synthetic_q4_s0,truncate(keep_dim=32),faiss-ivf,ok,0.36348,3403,0.035865,0.049775999999999994,0.2125,0.22207165437550902,0.375,
hashing,retrieval_synthetic_q4_s0,truncate(keep_dim=32),faiss-ivfpq,ok,3.04546,3012,0.033015,0.035708,0.2125,0.22207165437550902,0.375,
hashing,retrieval_synthetic_q4_s0,truncate(keep_dim=64),exact-numpy,ok,0.00091,5120,0.019745,0.03044899999999999,0.5375,0.3847032997147754,0.8,
hashing,retrieval_synthetic_q4_s0,truncate(keep_dim=64),faiss-flat,ok,0.01062,5165,0.016815,0.020854499999999998,0.5375,0.43146715407461284,0.79375,
hashing,retrieval_synthetic_q4_s0,truncate(keep_dim=64),faiss-ivf,ok,0.30663,6475,0.035144999999999996,0.0419185,0.275,0.28192210729320255,0.40625,
hashing,retrieval_synthetic_q4_s0,truncate(keep_dim=64),faiss-ivfpq,ok,3.21848,5572,0.03132,0.033743,0.275,0.28192210729320255,0.40625,
